timestamp,state,controller,action,cpu_pct,mem_pct,req_rate,p95_latency_ms,replicas,reward,pattern
1777399928.063647,OFFLINE_TRAINING,HPA,1,0.0656,0.3889,11.4,135.6,1,1.0,periodic
1777399958.063647,OFFLINE_TRAINING,HPA,1,0.1227,0.3818,5.0,64.4,1,1.0,periodic
1777399988.063647,OFFLINE_TRAINING,HPA,1,0.1389,0.3451,5.0,143.3,1,1.0,periodic
1777400018.063647,OFFLINE_TRAINING,HPA,1,0.0759,0.3411,5.0,100.6,1,1.0,periodic
1777400048.063647,OFFLINE_TRAINING,HPA,1,0.1159,0.3779,5.0,112.7,1,1.0,periodic
1777400078.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3895,5.0,57.9,1,1.0,periodic
1777400108.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3162,5.0,173.9,1,1.0,periodic
1777400138.063647,OFFLINE_TRAINING,HPA,1,0.0673,0.3553,5.0,146.6,1,1.0,periodic
1777400168.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3849,5.0,107.7,1,1.0,periodic
1777400198.063647,OFFLINE_TRAINING,HPA,1,0.05,0.4,5.0,161.5,1,1.0,periodic
1777400228.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3454,5.0,210.6,1,1.0,steady
1777400258.063647,OFFLINE_TRAINING,HPA,1,0.0838,0.3893,5.0,137.1,1,1.0,steady
1777400288.063647,OFFLINE_TRAINING,HPA,1,0.0594,0.3538,5.0,126.0,1,1.0,steady
1777400318.063647,OFFLINE_TRAINING,HPA,1,0.0803,0.38,5.0,124.3,1,1.0,steady
1777400348.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3825,5.0,141.4,1,1.0,steady
1777400378.063647,OFFLINE_TRAINING,HPA,1,0.05,0.4177,5.0,121.9,1,1.0,steady
1777400408.063647,OFFLINE_TRAINING,HPA,1,0.0597,0.3744,5.0,85.4,1,1.0,steady
1777400438.063647,OFFLINE_TRAINING,HPA,1,0.2215,0.3664,5.0,136.2,1,1.0,steady
1777400468.063647,OFFLINE_TRAINING,HPA,1,0.1659,0.3711,5.0,142.1,1,1.0,steady
1777400498.063647,OFFLINE_TRAINING,HPA,1,0.1548,0.3715,5.0,169.5,1,1.0,steady
1777400528.063647,OFFLINE_TRAINING,HPA,1,0.2348,0.3926,5.0,81.8,1,1.0,steady
1777400558.063647,OFFLINE_TRAINING,HPA,1,0.1369,0.3728,5.0,97.3,1,1.0,steady
1777400588.063647,OFFLINE_TRAINING,HPA,1,0.2305,0.3827,5.0,144.4,1,1.0,steady
1777400618.063647,OFFLINE_TRAINING,HPA,1,0.2575,0.3684,5.0,166.1,1,1.0,steady
1777400648.063647,OFFLINE_TRAINING,HPA,1,0.195,0.3874,5.0,155.5,1,1.0,steady
1777400678.063647,OFFLINE_TRAINING,HPA,1,0.3475,0.3802,5.0,132.5,1,1.0,steady
1777400708.063647,OFFLINE_TRAINING,HPA,1,0.3025,0.3474,5.0,69.9,1,1.0,steady
1777400738.063647,OFFLINE_TRAINING,HPA,1,0.283,0.3486,5.0,41.4,1,1.0,steady
1777400768.063647,OFFLINE_TRAINING,HPA,1,0.2833,0.4276,5.0,167.9,1,1.0,steady
1777400798.063647,OFFLINE_TRAINING,HPA,1,0.4866,0.4281,5.0,114.5,1,1.0,steady
1777400828.063647,OFFLINE_TRAINING,HPA,1,0.5134,0.3596,5.0,66.4,1,1.0,steady
1777400858.063647,OFFLINE_TRAINING,HPA,1,0.5458,0.4461,12.25,177.0,1,1.0,steady
1777400888.063647,OFFLINE_TRAINING,HPA,1,0.4916,0.4219,14.43,152.9,1,1.0,steady
1777400918.063647,OFFLINE_TRAINING,HPA,1,0.4709,0.3745,16.46,133.5,1,1.0,steady
1777400948.063647,OFFLINE_TRAINING,HPA,1,0.4942,0.3698,12.09,94.0,1,1.0,steady
1777400978.063647,OFFLINE_TRAINING,HPA,1,0.5935,0.4369,26.18,129.2,1,1.0,steady
1777401008.063647,OFFLINE_TRAINING,HPA,1,0.5955,0.3801,25.16,182.2,1,1.0,steady
1777401038.063647,OFFLINE_TRAINING,HPA,1,0.5242,0.4056,37.76,131.7,1,1.0,steady
1777401068.063647,OFFLINE_TRAINING,HPA,1,0.6123,0.3634,36.97,232.4,1,1.0,steady
1777401098.063647,OFFLINE_TRAINING,HPA,1,0.647,0.4214,44.88,293.3,1,1.0,steady
1777401128.063647,ONLINE_TRAINING,RL,1,0.4863,0.3523,50.63,179.8,3,0.9333,ramp
1777401158.063647,ONLINE_TRAINING,RL,1,0.5327,0.3322,56.1,153.1,3,0.9333,ramp
1777401188.063647,ONLINE_TRAINING,RL,1,0.6277,0.3255,54.66,176.8,3,0.9333,ramp
1777401218.063647,ONLINE_TRAINING,RL,1,0.6191,0.3531,63.82,253.2,3,0.9333,ramp
1777401248.063647,ONLINE_TRAINING,RL,1,0.6188,0.3368,69.65,291.4,3,0.9333,ramp
1777401278.063647,ONLINE_TRAINING,RL,1,0.6429,0.3833,72.53,240.9,3,0.9333,ramp
1777401308.063647,ONLINE_TRAINING,RL,2,0.6465,0.366,82.8,234.4,4,0.8,ramp
1777401338.063647,ONLINE_TRAINING,RL,2,0.7596,0.3592,93.56,236.1,5,0.8667,ramp
1777401368.063647,ONLINE_TRAINING,RL,2,0.7919,0.3551,93.04,349.7,6,0.8333,ramp
1777401398.063647,ONLINE_TRAINING,RL,2,0.6821,0.3853,106.31,334.4,7,0.8,ramp
1777401428.063647,ONLINE_TRAINING,RL,2,0.7096,0.3535,100.12,242.0,8,0.7667,ramp
1777401458.063647,ONLINE_TRAINING,RL,2,0.6799,0.369,102.51,245.0,9,0.7333,ramp
1777401488.063647,ONLINE_TRAINING,RL,2,0.6755,0.3775,110.27,309.0,10,0.7,ramp
1777401518.063647,ONLINE_TRAINING,RL,1,0.7592,0.4128,102.07,251.0,10,0.7,ramp
1777401548.063647,ONLINE_TRAINING,RL,1,0.7651,0.3554,122.89,317.9,10,0.7,ramp
1777401578.063647,ONLINE_TRAINING,RL,1,0.753,0.3915,119.37,279.9,10,0.7,ramp
1777401608.063647,ONLINE_TRAINING,RL,1,0.6926,0.3659,119.0,263.0,10,0.7,ramp
1777401638.063647,ONLINE_TRAINING,RL,1,0.7953,0.4123,115.57,340.4,10,0.7,ramp
1777401668.063647,ONLINE_TRAINING,RL,1,0.7275,0.4091,114.4,303.6,10,0.7,ramp
1777401698.063647,ONLINE_TRAINING,RL,1,0.7479,0.3805,131.58,313.9,10,0.7,ramp
1777401728.063647,ONLINE_TRAINING,RL,1,0.7156,0.3928,120.28,335.5,10,0.7,ramp
1777401758.063647,ONLINE_TRAINING,RL,1,0.6558,0.3105,114.83,296.4,10,0.7,ramp
1777401788.063647,ONLINE_TRAINING,RL,1,0.6081,0.3725,111.9,348.9,10,0.7,ramp
1777401818.063647,ONLINE_TRAINING,RL,1,0.7109,0.3735,115.58,291.2,10,0.7,ramp
1777401848.063647,ONLINE_TRAINING,RL,1,0.6469,0.3727,117.93,290.7,10,0.7,ramp
1777401878.063647,ONLINE_TRAINING,RL,1,0.6775,0.3625,107.28,248.7,10,0.7,ramp
1777401908.063647,ONLINE_TRAINING,RL,1,0.5796,0.3588,110.16,250.7,10,0.7,ramp
1777401938.063647,ONLINE_TRAINING,RL,1,0.6107,0.3603,109.37,287.3,10,0.7,ramp
1777401968.063647,ONLINE_TRAINING,RL,1,0.5888,0.3592,106.96,203.6,10,0.7,ramp
1777401998.063647,ONLINE_TRAINING,RL,1,0.528,0.3345,90.41,205.9,10,0.7,ramp
1777402028.063647,ONLINE_TRAINING,RL,1,0.534,0.3513,91.43,232.3,10,0.7,ramp
1777402058.063647,ONLINE_TRAINING,RL,0,0.4057,0.3124,86.58,194.7,9,0.6333,ramp
1777402088.063647,ONLINE_TRAINING,RL,1,0.48,0.3939,75.08,228.5,9,0.7333,ramp
1777402118.063647,ONLINE_TRAINING,RL,1,0.4865,0.3531,74.7,173.4,9,0.7333,ramp
1777402148.063647,ONLINE_TRAINING,RL,0,0.3855,0.3269,67.17,182.0,8,0.6667,ramp
1777402178.063647,ONLINE_TRAINING,RL,0,0.3685,0.35,65.36,215.4,7,0.8,ramp
1777402208.063647,ONLINE_TRAINING,RL,0,0.2799,0.2514,63.52,204.1,6,0.8333,ramp
1777402238.063647,ONLINE_TRAINING,RL,0,0.3017,0.2951,46.1,87.3,5,0.8667,ramp
1777402268.063647,ONLINE_TRAINING,RL,0,0.313,0.314,49.78,64.0,4,0.9,ramp
1777402298.063647,ONLINE_TRAINING,RL,0,0.2711,0.2827,38.5,147.4,3,0.9333,ramp
1777402328.063647,ONLINE_TRAINING,RL,0,0.2525,0.3288,35.37,103.1,2,0.9667,ramp
1777402358.063647,ONLINE_TRAINING,RL,0,0.198,0.319,35.75,104.8,1,1.0,ramp
1777402388.063647,ONLINE_TRAINING,RL,1,0.1454,0.3093,22.01,180.7,1,1.0,ramp
1777402418.063647,ONLINE_TRAINING,RL,1,0.0941,0.3535,12.02,101.4,1,1.0,ramp
1777402448.063647,ONLINE_TRAINING,RL,1,0.1799,0.2998,10.39,170.5,1,1.0,ramp
1777402478.063647,ONLINE_TRAINING,RL,1,0.1003,0.3747,12.24,87.5,1,1.0,ramp
1777402508.063647,ONLINE_TRAINING,RL,1,0.1152,0.3506,7.97,158.1,1,1.0,ramp
1777402538.063647,ONLINE_TRAINING,RL,1,0.0586,0.3197,5.0,76.0,1,1.0,ramp
1777402568.063647,ONLINE_TRAINING,RL,1,0.0819,0.2972,6.13,107.4,1,1.0,ramp
1777402598.063647,ONLINE_TRAINING,RL,1,0.05,0.341,5.0,76.5,1,1.0,ramp
1777402628.063647,ONLINE_TRAINING,RL,1,0.0802,0.3436,5.0,124.5,1,1.0,ramp
1777402658.063647,ONLINE_TRAINING,RL,1,0.05,0.2623,5.0,151.7,1,1.0,ramp
1777402688.063647,ONLINE_TRAINING,RL,1,0.05,0.3448,5.0,118.5,1,1.0,ramp
1777402718.063647,ONLINE_TRAINING,RL,1,0.1367,0.2944,5.0,131.4,1,1.0,ramp
1777402748.063647,ONLINE_TRAINING,RL,1,0.0629,0.3521,5.0,116.6,1,1.0,ramp
1777402778.063647,ONLINE_TRAINING,RL,1,0.0996,0.299,5.0,69.3,1,1.0,ramp
1777402808.063647,ONLINE_TRAINING,RL,1,0.05,0.3667,5.0,59.9,1,1.0,ramp
1777402838.063647,ONLINE_TRAINING,RL,1,0.0617,0.3154,5.0,127.0,1,1.0,ramp
1777402868.063647,ONLINE_TRAINING,RL,1,0.061,0.3011,5.0,108.2,1,1.0,ramp
1777402898.063647,ONLINE_TRAINING,RL,1,0.1624,0.331,5.0,123.9,1,1.0,ramp
1777402928.063647,ONLINE_TRAINING,RL,1,0.1609,0.3215,5.0,52.6,1,1.0,periodic
1777402958.063647,ONLINE_TRAINING,RL,1,0.1058,0.2947,5.0,118.4,1,1.0,periodic
1777402988.063647,ONLINE_TRAINING,RL,1,0.1525,0.3245,5.0,157.3,1,1.0,periodic
1777403018.063647,ONLINE_TRAINING,RL,1,0.2772,0.3447,5.0,36.0,1,1.0,periodic
1777403048.063647,ONLINE_TRAINING,RL,1,0.2114,0.3598,5.0,121.0,1,1.0,periodic
1777403078.063647,ONLINE_TRAINING,RL,1,0.1718,0.3109,5.0,67.6,1,1.0,periodic
1777403108.063647,ONLINE_TRAINING,RL,1,0.2701,0.3771,5.0,111.0,1,1.0,periodic
1777403138.063647,ONLINE_TRAINING,RL,1,0.2912,0.365,5.0,75.7,1,1.0,periodic
1777403168.063647,ONLINE_TRAINING,RL,1,0.3017,0.3066,10.59,126.3,1,1.0,periodic
1777403198.063647,ONLINE_TRAINING,RL,1,0.3463,0.308,15.67,94.3,1,1.0,periodic
1777403228.063647,ONLINE_TRAINING,RL,1,0.3436,0.3862,25.14,106.8,1,1.0,periodic
1777403258.063647,ONLINE_TRAINING,RL,1,0.425,0.3,28.1,62.6,1,1.0,periodic
1777403288.063647,ONLINE_TRAINING,RL,1,0.4675,0.3302,24.96,209.9,1,1.0,periodic
1777403318.063647,ONLINE_TRAINING,RL,1,0.4536,0.3916,35.5,203.1,1,1.0,periodic
1777403348.063647,ONLINE_TRAINING,RL,1,0.5234,0.3831,54.45,182.8,1,1.0,periodic
1777403378.063647,ONLINE_TRAINING,RL,1,0.4814,0.3236,53.89,154.6,1,1.0,periodic
1777403408.063647,ONLINE_TRAINING,RL,1,0.5129,0.3722,55.01,192.9,1,1.0,periodic
1777403438.063647,ONLINE_TRAINING,RL,2,0.6168,0.3274,62.12,190.2,2,0.8667,periodic
1777403468.063647,ONLINE_TRAINING,RL,1,0.5087,0.3484,63.82,164.4,2,0.9667,periodic
1777403498.063647,ONLINE_TRAINING,RL,2,0.6329,0.3326,80.59,288.3,3,0.8333,periodic
1777403528.063647,ONLINE_TRAINING,RL,2,0.6538,0.3586,84.58,200.3,4,0.9,periodic
1777403558.063647,ONLINE_TRAINING,RL,2,0.6953,0.4261,81.86,296.1,5,0.8667,periodic
1777403588.063647,ONLINE_TRAINING,RL,2,0.6264,0.3669,86.29,166.1,6,0.8333,periodic
1777403618.063647,ONLINE_TRAINING,RL,2,0.6828,0.3543,95.1,198.4,7,0.8,periodic
1777403648.063647,ONLINE_TRAINING,RL,2,0.683,0.3332,100.49,160.1,8,0.7667,periodic
1777403678.063647,ONLINE_TRAINING,RL,2,0.7886,0.4287,101.88,275.7,9,0.7333,periodic
1777403708.063647,ONLINE_TRAINING,RL,2,0.7476,0.3448,102.75,291.7,10,0.7,periodic
1777403738.063647,ONLINE_TRAINING,RL,1,0.7868,0.3757,112.93,297.1,10,0.7,periodic
1777403768.063647,ONLINE_TRAINING,RL,1,0.7112,0.3643,107.64,289.4,10,0.7,periodic
1777403798.063647,ONLINE_TRAINING,RL,1,0.7162,0.4164,119.1,282.1,10,0.7,periodic
1777403828.063647,ONLINE_TRAINING,RL,1,0.7201,0.2993,116.47,320.3,10,0.7,periodic
1777403858.063647,ONLINE_TRAINING,RL,1,0.7379,0.3758,121.83,318.7,10,0.7,periodic
1777403888.063647,ONLINE_TRAINING,RL,1,0.7247,0.3963,111.44,240.5,10,0.7,periodic
1777403918.063647,ONLINE_TRAINING,RL,1,0.6859,0.3826,121.33,284.0,10,0.7,periodic
1777403948.063647,ONLINE_TRAINING,RL,1,0.7787,0.3558,111.91,271.4,10,0.7,periodic
1777403978.063647,ONLINE_TRAINING,RL,1,0.7677,0.3463,120.62,309.2,10,0.7,periodic
1777404008.063647,ONLINE_TRAINING,RL,1,0.7368,0.379,120.9,285.7,10,0.7,periodic
1777404038.063647,ONLINE_TRAINING,RL,1,0.6977,0.3376,113.28,176.1,10,0.7,periodic
1777404068.063647,ONLINE_TRAINING,RL,1,0.7135,0.3005,117.79,252.7,10,0.7,periodic
1777404098.063647,ONLINE_TRAINING,RL,1,0.7408,0.3747,116.43,268.5,10,0.7,periodic
1777404128.063647,ONLINE_TRAINING,RL,1,0.6929,0.3499,109.71,244.3,10,0.7,periodic
1777404158.063647,ONLINE_TRAINING,RL,1,0.5774,0.3614,105.07,291.1,10,0.7,periodic
1777404188.063647,ONLINE_TRAINING,RL,1,0.5816,0.3494,105.55,181.2,10,0.7,periodic
1777404218.063647,ONLINE_TRAINING,RL,1,0.5634,0.3509,104.43,341.1,10,0.7,periodic
1777404248.063647,ONLINE_TRAINING,RL,1,0.5101,0.3382,97.23,245.8,10,0.7,periodic
1777404278.063647,ONLINE_TRAINING,RL,1,0.4553,0.3731,91.71,172.7,10,0.7,periodic
1777404308.063647,ONLINE_TRAINING,RL,1,0.5279,0.3394,95.63,253.3,10,0.7,periodic
1777404338.063647,ONLINE_TRAINING,RL,1,0.4901,0.3636,81.46,153.9,10,0.7,periodic
1777404368.063647,ONLINE_TRAINING,RL,1,0.4681,0.3368,72.55,158.5,10,0.7,periodic
1777404398.063647,ONLINE_TRAINING,RL,0,0.4146,0.4033,65.46,126.7,9,0.6333,periodic
1777404428.063647,ONLINE_TRAINING,RL,0,0.4248,0.3401,64.67,178.8,8,0.7667,periodic
1777404458.063647,ONLINE_TRAINING,RL,0,0.3564,0.33,53.46,183.9,7,0.8,periodic
1777404488.063647,ONLINE_TRAINING,RL,0,0.4142,0.3588,58.87,167.1,6,0.8333,periodic
1777404518.063647,ONLINE_TRAINING,RL,0,0.2685,0.337,48.04,132.2,5,0.8667,periodic
1777404548.063647,ONLINE_TRAINING,RL,0,0.3082,0.3006,42.07,175.2,4,0.9,periodic
1777404578.063647,ONLINE_TRAINING,RL,0,0.2246,0.2588,42.03,113.8,3,0.9333,periodic
1777404608.063647,ONLINE_TRAINING,RL,0,0.2034,0.2904,36.25,110.4,2,0.9667,periodic
1777404638.063647,ONLINE_TRAINING,RL,0,0.2026,0.3131,28.43,105.7,1,1.0,periodic
1777404668.063647,ONLINE_TRAINING,RL,1,0.1218,0.3606,16.92,93.3,1,1.0,periodic
1777404698.063647,ONLINE_TRAINING,RL,1,0.1992,0.3499,19.82,92.8,1,1.0,periodic
1777404728.063647,ONLINE_TRAINING,RL,1,0.1188,0.2848,10.87,108.4,1,1.0,periodic
1777404758.063647,ONLINE_TRAINING,RL,1,0.1507,0.3011,5.0,96.9,1,1.0,periodic
1777404788.063647,ONLINE_TRAINING,RL,1,0.0784,0.3254,5.0,73.1,1,1.0,periodic
1777404818.063647,ONLINE_TRAINING,RL,1,0.05,0.3088,5.0,157.5,1,1.0,periodic
1777404848.063647,ONLINE_TRAINING,RL,1,0.05,0.3204,5.0,95.8,1,1.0,periodic
1777404878.063647,ONLINE_TRAINING,RL,1,0.0783,0.3269,5.0,128.2,1,1.0,periodic
1777404908.063647,ONLINE_TRAINING,RL,1,0.05,0.3252,5.0,155.7,1,1.0,periodic
1777404938.063647,ONLINE_TRAINING,RL,1,0.05,0.3382,5.0,84.9,1,1.0,periodic
1777404968.063647,ONLINE_TRAINING,RL,1,0.084,0.2923,5.0,85.8,1,1.0,periodic
1777404998.063647,ONLINE_TRAINING,RL,1,0.0598,0.3273,5.0,73.6,1,1.0,periodic
1777405028.063647,ONLINE_TRAINING,RL,1,0.05,0.3272,5.0,110.2,1,1.0,periodic
1777405058.063647,ONLINE_TRAINING,RL,1,0.107,0.2946,5.0,116.8,1,1.0,periodic
1777405088.063647,ONLINE_TRAINING,RL,1,0.1463,0.3079,5.0,76.2,1,1.0,periodic
1777405118.063647,ONLINE_TRAINING,RL,1,0.0722,0.3312,5.0,31.7,1,1.0,periodic
1777405148.063647,ONLINE_TRAINING,RL,1,0.0554,0.334,5.0,148.0,1,1.0,periodic
1777405178.063647,ONLINE_TRAINING,RL,1,0.1072,0.3128,5.0,128.7,1,1.0,periodic
1777405208.063647,ONLINE_TRAINING,RL,1,0.1414,0.3434,5.0,105.4,1,1.0,periodic
1777405238.063647,ONLINE_TRAINING,RL,1,0.1916,0.2381,5.0,111.5,1,1.0,periodic
1777405268.063647,ONLINE_TRAINING,RL,1,0.0999,0.3253,5.0,135.7,1,1.0,periodic
1777405298.063647,ONLINE_TRAINING,RL,1,0.2343,0.3718,5.0,133.5,1,1.0,periodic
1777405328.063647,ONLINE_TRAINING,RL,1,0.2504,0.3273,6.18,32.7,1,1.0,periodic
1777405358.063647,ONLINE_TRAINING,RL,1,0.2128,0.3864,5.0,81.0,1,1.0,periodic
1777405388.063647,ONLINE_TRAINING,RL,1,0.2954,0.3309,7.14,149.0,1,1.0,periodic
1777405418.063647,ONLINE_TRAINING,RL,1,0.3089,0.3086,8.15,44.5,1,1.0,periodic
1777405448.063647,ONLINE_TRAINING,RL,1,0.3281,0.3199,13.22,72.4,1,1.0,periodic
1777405478.063647,ONLINE_TRAINING,RL,1,0.3552,0.2904,14.5,124.7,1,1.0,periodic
1777405508.063647,ONLINE_TRAINING,RL,1,0.3294,0.3237,27.39,87.1,1,1.0,periodic
1777405538.063647,ONLINE_TRAINING,RL,1,0.4706,0.2908,34.19,125.5,1,1.0,periodic
1777405568.063647,ONLINE_TRAINING,RL,1,0.4731,0.3537,37.53,99.0,1,1.0,periodic
1777405598.063647,ONLINE_TRAINING,RL,1,0.4432,0.3766,42.55,131.9,1,1.0,periodic
1777405628.063647,SERVING,RL,1,0.4094,0.2686,64.51,102.3,2,0.9667,periodic
1777405658.063647,SERVING,RL,1,0.33,0.2817,51.0,138.6,2,0.9667,periodic
1777405688.063647,SERVING,RL,1,0.4195,0.2739,57.04,139.3,2,0.9667,periodic
1777405718.063647,SERVING,RL,1,0.4714,0.2823,77.79,143.4,2,0.9667,periodic
1777405748.063647,SERVING,RL,1,0.3872,0.2768,63.51,112.5,2,0.9667,periodic
1777405778.063647,SERVING,RL,1,0.4469,0.2813,77.86,144.1,2,0.9667,periodic
1777405808.063647,SERVING,RL,1,0.4713,0.2659,83.23,205.9,2,0.9667,periodic
1777405838.063647,SERVING,RL,1,0.4639,0.3013,85.33,176.7,2,0.9667,periodic
1777405868.063647,SERVING,RL,1,0.4925,0.2771,93.54,193.6,2,0.9667,periodic
1777405898.063647,SERVING,RL,1,0.4669,0.2867,85.47,166.5,2,0.9667,periodic
1777405928.063647,SERVING,RL,1,0.4245,0.273,92.4,170.9,2,0.9667,periodic
1777405958.063647,SERVING,RL,1,0.4569,0.3119,95.09,156.4,2,0.9667,periodic
1777405988.063647,SERVING,RL,1,0.5122,0.2781,99.77,238.9,2,0.9667,periodic
1777406018.063647,SERVING,RL,1,0.5,0.31,88.95,165.3,2,0.9667,periodic
1777406048.063647,SERVING,RL,1,0.4956,0.2954,101.25,198.7,2,0.9667,periodic
1777406078.063647,SERVING,RL,1,0.5053,0.3063,92.37,142.6,2,0.9667,periodic
1777406108.063647,SERVING,RL,1,0.4444,0.3062,97.71,205.9,2,0.9667,periodic
1777406138.063647,SERVING,RL,1,0.446,0.2636,83.32,159.7,2,0.9667,periodic
1777406168.063647,SERVING,RL,1,0.4841,0.3149,84.28,209.2,2,0.9667,periodic
1777406198.063647,SERVING,RL,1,0.4427,0.2517,79.57,140.9,2,0.9667,periodic
1777406228.063647,SERVING,RL,1,0.5068,0.2659,83.34,163.7,2,0.9667,periodic
1777406258.063647,SERVING,RL,1,0.4438,0.2693,74.14,167.0,2,0.9667,periodic
1777406288.063647,SERVING,RL,1,0.418,0.2944,67.36,144.7,2,0.9667,periodic
1777406318.063647,SERVING,RL,1,0.4036,0.2805,62.77,128.0,2,0.9667,periodic
1777406348.063647,SERVING,RL,1,0.4448,0.2968,58.72,135.3,2,0.9667,periodic
1777406378.063647,SERVING,RL,1,0.3862,0.3044,58.48,141.9,2,0.9667,periodic
1777406408.063647,SERVING,RL,1,0.3871,0.2495,49.45,96.3,2,0.9667,periodic
1777406438.063647,SERVING,RL,1,0.352,0.3128,39.08,171.0,2,0.9667,periodic
1777406468.063647,SERVING,RL,1,0.3737,0.2439,43.47,105.6,2,0.9667,periodic
1777406498.063647,SERVING,RL,1,0.3109,0.2715,31.79,96.8,2,0.9667,periodic
1777406528.063647,SERVING,RL,1,0.3264,0.2547,21.59,105.4,2,0.9667,periodic
1777406558.063647,SERVING,RL,1,0.3174,0.2248,37.99,107.0,2,0.9667,periodic
1777406588.063647,SERVING,RL,1,0.383,0.256,29.68,119.1,2,0.9667,periodic
1777406618.063647,SERVING,RL,0,0.2941,0.3264,18.9,59.4,1,0.9,periodic
1777406648.063647,SERVING,RL,1,0.3142,0.2969,20.08,100.5,1,1.0,periodic
1777406678.063647,SERVING,RL,0,0.2845,0.2781,18.5,88.1,1,0.9,periodic
1777406708.063647,SERVING,RL,0,0.286,0.2804,18.82,96.2,1,1.0,periodic
1777406738.063647,SERVING,RL,1,0.3002,0.2386,20.71,130.2,1,1.0,periodic
1777406768.063647,SERVING,RL,0,0.2568,0.2586,10.55,123.9,1,0.9,periodic
1777406798.063647,SERVING,RL,1,0.3567,0.2997,5.03,90.1,1,1.0,periodic
1777406828.063647,SERVING,RL,1,0.3003,0.2844,16.68,111.1,1,1.0,periodic
1777406858.063647,SERVING,RL,1,0.3066,0.2706,21.58,95.6,1,1.0,periodic
1777406888.063647,SERVING,RL,1,0.3346,0.2886,20.25,24.7,1,1.0,periodic
1777406918.063647,SERVING,RL,1,0.3245,0.2756,27.46,95.0,1,1.0,periodic
1777406948.063647,SERVING,RL,1,0.3615,0.2635,33.24,120.1,1,1.0,periodic
1777406978.063647,SERVING,RL,0,0.2752,0.2595,26.63,125.5,1,0.9,periodic
1777407008.063647,SERVING,RL,1,0.3666,0.2938,40.5,129.4,1,1.0,periodic
1777407038.063647,SERVING,RL,1,0.3556,0.2945,37.07,132.2,1,1.0,periodic
1777407068.063647,SERVING,RL,1,0.3987,0.2889,51.0,152.7,1,1.0,periodic
1777407098.063647,SERVING,RL,1,0.3482,0.2746,49.85,106.2,1,1.0,periodic
1777407128.063647,SERVING,RL,1,0.3747,0.2641,51.62,118.8,1,1.0,periodic
1777407158.063647,SERVING,RL,1,0.3828,0.2806,50.55,105.1,1,1.0,periodic
1777407188.063647,SERVING,RL,1,0.4487,0.2537,68.24,133.1,1,1.0,periodic
1777407218.063647,SERVING,RL,1,0.3865,0.2975,65.88,134.4,1,1.0,periodic
1777407248.063647,SERVING,RL,1,0.3723,0.2925,72.95,114.7,1,1.0,periodic
1777407278.063647,SERVING,RL,1,0.4553,0.3136,78.81,130.4,1,1.0,periodic
1777407308.063647,SERVING,RL,1,0.4237,0.3199,67.28,176.7,1,1.0,periodic
1777407338.063647,SERVING,RL,1,0.4524,0.3023,86.87,145.4,1,1.0,periodic
1777407368.063647,SERVING,RL,1,0.4931,0.3106,91.15,251.5,1,1.0,periodic
1777407398.063647,SERVING,RL,1,0.4676,0.2869,93.16,134.5,1,1.0,periodic
1777407428.063647,SERVING,RL,1,0.4616,0.2764,89.57,178.0,1,1.0,periodic
1777407458.063647,SERVING,RL,1,0.5091,0.2907,90.18,184.9,1,1.0,periodic
1777407488.063647,SERVING,RL,1,0.4879,0.3055,93.28,161.6,1,1.0,periodic
1777407518.063647,SERVING,RL,1,0.47,0.2607,91.63,157.4,1,1.0,periodic
1777407548.063647,SERVING,RL,1,0.506,0.2957,91.91,190.9,1,1.0,periodic
1777407578.063647,SERVING,RL,1,0.4891,0.2969,97.3,184.6,1,1.0,periodic
1777407608.063647,SERVING,RL,1,0.4638,0.2383,92.52,174.0,1,1.0,periodic
1777407638.063647,SERVING,RL,1,0.5175,0.3107,95.89,223.1,1,1.0,periodic
1777407668.063647,SERVING,RL,1,0.4716,0.2754,86.26,165.5,1,1.0,periodic
1777407698.063647,SERVING,RL,1,0.4998,0.2872,85.46,167.6,1,1.0,periodic
1777407728.063647,SERVING,RL,1,0.4643,0.2583,78.51,107.4,1,1.0,periodic
1777407758.063647,SERVING,RL,1,0.3922,0.2712,71.52,140.7,1,1.0,periodic
1777407788.063647,SERVING,RL,1,0.4622,0.2935,67.46,161.9,1,1.0,periodic
1777407818.063647,SERVING,RL,1,0.386,0.3017,68.06,139.4,1,1.0,periodic
1777407848.063647,SERVING,RL,1,0.3763,0.249,63.37,157.5,1,1.0,periodic
1777407878.063647,SERVING,RL,1,0.3651,0.2618,56.88,159.3,1,1.0,periodic
1777407908.063647,SERVING,RL,1,0.4094,0.2647,44.04,137.7,1,1.0,periodic
1777407938.063647,SERVING,RL,1,0.3766,0.2692,43.41,115.0,1,1.0,periodic
1777407968.063647,SERVING,RL,1,0.3211,0.2905,40.48,103.6,1,1.0,periodic
1777407998.063647,SERVING,RL,1,0.3066,0.2233,34.59,106.4,1,1.0,periodic
1777408028.063647,SERVING,RL,1,0.3824,0.2802,43.55,112.6,1,1.0,periodic
1777408058.063647,SERVING,RL,2,0.717,0.2837,180.22,339.8,2,0.8667,spike
1777408088.063647,SERVING,RL,2,0.7394,0.3179,187.15,323.6,3,0.9333,spike
